title,simple_first_paragraph,en_first_paragraph,main_category,main_topic,ores_topics,llama_score,llama_retained,llama_lost,mistral_score,mistral_retained,mistral_lost,gemma_score,gemma_retained,gemma_lost,page_id,revid
oltingen,'''Oltingen''' is a Sissach in the canton of BaselLandschaft in Switzerland.,'''Oltingen''' is a municipality in the district of Sissach in the canton of BaselCountry in Switzerland.,Geography,Geography.Regions.Europe.Europe*,"['Geography.Regions.Europe.Europe*', 'Geography.Regions.Europe.Western Europe']",67.0,"['""Oltingen is a municipality"",         ""Located in Switzerland""']","['""District of Sissach"",         ""Canton of BaselCountry"" (instead, it\'s mentioned as ""canton of BaselLandschaft"")']",50.0,"['Oltingen is a municipality in Switzerland.', ""The canton of Basel is mentioned but not explicitly stated as 'BaselCountry' or 'BaselLandschaft', so it can be assumed that it is the same.""]","['Oltingen is a municipality in the district of Sissach.', 'The specific district within the canton of Basel is not mentioned.']",80.0,"['Oltingen is a municipality in the district of Sissach', 'It is located in the canton of BaselLandschaft in Switzerland']","['It is in the canton of BaselCountry', 'The canton is in Switzerland']",6508406,1215086756.0
exploration of neptune,"The '''Exploration of Neptune''' started on August 25, 1989, when ''Voyager 2'' became the first and sofar only spacecraft to visit the planet. Like the other gas giants, Neptune has no solid land on its surface so landing on Neptune would be impossible.",in true colour by ''Voyager 2'' in Neptune's south pole is slightly above the bottom of the image.,STEM,STEM.STEM*,"['History and Society.Transportation', 'STEM.STEM*', 'STEM.Space', 'STEM.Technology']",60.0,"['The date when Voyager 2 started exploring Neptune (August 25, 1989)', 'The fact that Voyager 2 is the only spacecraft to visit Neptune', ""The characteristic of Neptune's surface being composed of gas rather than solid land""]","['The fact that the image is taken in true color by Voyager 2', ""The location of Neptune's south pole being slightly above the bottom of the image""]",50.0,"['Voyager 2 became the first and only spacecraft to visit Neptune on August 25, 1989.', 'Neptune has no solid land on its surface.']","[""The image provided by Voyager 2 at Neptune's south pole is slightly above the bottom of the image.""]",75.0,"['Voyager 2 visited Neptune', 'Neptune has no solid land']","['Color of the image', 'Location of the image in the south pole', 'Distance of the image from the bottom of the image']",12585410,1272894219.0
calvin cycle,The '''Calvin cycle''' (also known as the '''BensonCalvin cycle''') is the set of chemical reactions that take place in chloroplasts during photosynthesis.,"The '''Calvin cycle''', '''lightindependent reactions''', '''bio synthetic phase''', '''dark reactions''', or '''photosynthetic carbon reduction''' ('''PCR''') '''cycle''' of stroma, the fluidfilled region of a ATP and reducing power of NADPH from the lightdependent reactions to produce sugars for the plant to use. These substrates are used in a series of reductionoxidation (redox) reactions to produce sugars in a stepwise process; there is no direct reaction that converts several molecules of to a sugar. There are three phases to the lightindependent reactions, collectively called the Calvin cycle: carboxylation, reduction reactions, and ribulose 1,5bisphosphate (RuBP) regeneration.",STEM,STEM.STEM*,"['STEM.STEM*', 'STEM.Technology']",67.0,"['The Calvin cycle is a set of chemical reactions.', 'It takes place in chloroplasts during photosynthesis.']","['Light-independent reactions', 'Bio synthetic phase', 'Dark reactions', 'Photosynthetic carbon reduction (PCR) cycle', 'Stroma, the fluid-filled region of a plant', 'ATP and reducing power of NADPH from light-dependent reactions', 'Series of reduction-oxidation (redox) reactions to produce sugars', 'Three phases: carboxylation, reduction reactions, and RuBP regeneration']",50.0,"['The Calvin cycle is a set of chemical reactions that take place in chloroplasts during photosynthesis.', '']","['The Calvin cycle is also known as the Benson-Calvin cycle.', 'The Calvin cycle occurs in the stroma, the fluid-filled region of a ATP and reducing power of NADPH from the light-dependent reactions to produce sugars for the plant to use.', 'There are three phases to the light-independent reactions, collectively called the Calvin cycle: carboxylation, reduction reactions, and ribulose 1,5bisphosphate (RuBP) regeneration.', 'These substrates are used in a series of reduction-oxidation (redox) reactions to produce sugars in a stepwise process; there is no direct reaction that converts several molecules of CO2 into a sugar.']",71.0,"['The Calvin cycle is a set of chemical reactions that take place in chloroplasts during photosynthesis.', 'The Calvin cycle produces sugars for the plant to use.']","['The Calvin cycle is the lightindependent reactions of photosynthesis.', 'The Calvin cycle uses ATP and reducing power of NADPH from the lightdependent reactions to produce sugars.', 'The Calvin cycle has three phases: carboxylation, reduction reactions, and ribulose 1,5bisphosphate (RuBP) regeneration.']",436527,1035092217.0
theobroma,'''Theobroma''' is a Central and South America. The name translates to ''food of the gods''.,"The seeds of the cacao tree (''Cupuaçu (''Theobroma grandiflorum''), mocambo (''Theobroma bicolor'') and capacui (''Theobroma speciosum'') are also of economic importance.",STEM,STEM.STEM*,"['STEM.Biology', 'STEM.STEM*']",67.0,"[""The name 'Theobroma' translates to 'food of the gods'"", ""'Theobroma' is a Central and South America""]","[""Economic importance of cacao tree seeds ('Cupuaçu', 'mocambo', and 'capacui')"", ""Types of cacao tree seeds mentioned ('Cupuaçu', 'mocambo', and 'capacui')""]",0.0,[],[],66.67,"['Theobroma is a Central and South American genus.', ""The name translates to 'food of the gods'.""]","['The seeds of the cacao tree are also of economic importance.', ""The names 'Cupuaçu', 'mocambo' and 'capacui' are also of economic importance.""]",1560134,1271790638.0
formula for primes,'''Willan's Formula''' is a formula that can find the ''nth'' '''prime number'''.,"In formula generating the prime numbers, exactly and without exception. Formulas for calculating primes do exist; however, they are computationally very slow. A number of constraints are known, showing what such a ""formula"" can and cannot be.",STEM,STEM.STEM*,"['STEM.Mathematics', 'STEM.STEM*']",30.0,"['The formula is for finding prime numbers', 'It can find the nth prime number', ""The original text mentions 'constraints' which implies some sort of limit or boundary to what such a formula can be""]","['The fact that formulas for calculating primes exist, but are computationally slow', 'The mention of exact and without exception in the context of prime numbers', 'Any specific constraints known to show what the formula can and cannot be']",50.0,"[""Formula can find the 'nth' prime number.""]","[""Numbers of constraints showing what such a 'formula' can and cannot be."", 'Formulas for calculating primes do exist, however they are computationally very slow.']",66.0,"[""Willan's Formula can find the nth prime number"", 'Formula exists but is computationally slow']","['Constraints are known for such formulas', 'Exact and without exception generation of primes']",509009,1288555492.0
half-life: opposing force,"'''''HalfLife: Opposing Force''''' is an HalfLife''. The game was developed by Valve and published by Sierra Entertainment for Windows in ''Opposing Force'' was the first expansion for ''HalfLife'' and was announced in April Lead designer Randy Pitchford believed Gearbox was selected to develop ''Opposing Force'' because Valve, the creators of ''HalfLife'', wanted to focus on their future games. The name is a pun on the scientific term “opposing force”.","'''''HalfLife: Opposing Force''''' is an HalfLife''. It was developed by Valve, the creators of ''HalfLife'', wanted to concentrate on their future projects. Over the course of development, Gearbox brought in a variety of talent from other areas of the video games industry to help bolster various aspects of design.",Culture,Culture.Media.Media*,"['Culture.Internet culture', 'Culture.Media.Media*', 'Culture.Media.Video games']",67.0,"[""The game 'HalfLife: Opposing Force'' is an expansion for 'HalfLife''."", ""Valve, the creators of 'HalfLife'', wanted to focus on their future games."", ""Gearbox was selected to develop 'Opposing Force' because Valve wanted to focus on their future games.""]","['The game was developed by Valve and published by Sierra Entertainment for Windows.', ""Lead designer Randy Pitchford believed Gearbox was selected to develop 'Opposing Force''."", ""'Opposing Force' was the first expansion for 'HalfLife''."", 'The name is a pun on the scientific term “opposing force”.']",75.0,"['HalfLife: Opposing Force is an expansion for HalfLife.', 'The game was developed by Valve and published by Sierra Entertainment.', 'Randy Pitchford believed Gearbox was selected to develop Opposing Force because Valve wanted to focus on their future games.']","['Opposing Force was the first expansion for HalfLife.', 'Over the course of development, Gearbox brought in a variety of talent from other areas of the video games industry to help bolster various aspects of design.', 'The name is a pun on the scientific term “opposing force”.']",80.0,"['HalfLife: Opposing Force was developed by Valve.', 'It was the first expansion for HalfLife.']","['Valve wanted to concentrate on their future projects.', 'Gearbox brought in talent from other areas of the video games industry.']",488916,1283232687.0
adrian fenty,"'''Adrian Malik Fenty''' (born December 6, was the sixth, and youngest Democratic primary to Vincent C. Gray, who went on to win the election for mayor.","'''Adrian Malik Fenty''' (born December 6, and served as a member of the business development team at the law firm Rosetta Stone, Everfi, and Capgemini. He has served on the boards of directors at two nonprofits: Genesys WorksBay Area and Fight for Children. He has served as a paid speaker, parttime college professor, and adviser for state and local governments with an information technology consulting firm.",Culture,Culture.Biography.Biography*,"['Culture.Biography.Biography*', 'Geography.Regions.Americas.North America', 'History and Society.Politics and government']",46.0,"['Adrian Malik Fenty was born on December 6', 'He is a Democratic primary candidate']","['His career as a member of the business development team at Rosetta Stone, Everfi, and Capgemini', 'His work with nonprofits Genesys WorksBay Area and Fight for Children', 'His roles as a paid speaker, part-time college professor, and adviser for state and local governments']",33.33,"[""Adrian Malik Fenty's birthday"", 'He was the sixth and youngest Democratic primary candidate.']","['Professional experience (member of the business development team at the law firm Rosetta Stone, Everfi, and Capgemini. He has served on the boards of directors at two nonprofits: Genesys WorksBay Area and Fight for Children. He has served as a paid speaker, part-time college professor, and adviser for state and local governments with an information technology consulting firm.)']",33.0,"['Born on December 6', 'Served on the boards of directors at two nonprofits']","['Business development team experience', 'Paid speaker, parttime college professor, and adviser roles', 'Information technology consulting firm involvement']",2632003,1288049841.0
manchu people,"(Heilongjiang Jilin Liaoning)There may also be members in Taiwan, United States, Canada and Japan.","The '''Manchus''' (v=manju; ) ''Bannermen'', or ''Banner people''. are a Tungusic East Asian ethnic minority in China and the people from whom Later Jin (1616–and Qing (1636–dynasties of Jin dynasty (1115–in northern China.",Culture,Culture.Media.Media*,"['Culture.Media.Media*', 'Culture.Media.Radio', 'Culture.Media.Television', 'Geography.Regions.Asia.Asia*', 'Geography.Regions.Asia.East Asia']",66.0,"['The Manchus are a Tungusic East Asian ethnic minority.', 'They are from whom Later Jin and Qing dynasties originated.']","['There may also be members in Taiwan, United States, Canada and Japan. (new information not present in the original)']",50.0,"[""Manchus (v=manju; ) 'Bannermen' or 'Banner people'"", 'are a Tungusic East Asian ethnic minority in China']","['The Manchus are the people from whom Later Jin (1616–and Qing (1636–dynasties of Jin dynasty (1115–in northern China.', 'There may also be members in Taiwan, United States, Canada and Japan.']",60.0,"['There may also be members in Taiwan, United States, Canada and Japan.', 'The Manchus are a Tungusic East Asian ethnic minority in China.']","['The people from whom Later Jin (1616–and Qing (1636–dynasties of Jin dynasty (1115–in northern China.', 'The origin and ethnicity of the Manchus.']",36626144,527314790.0
oscar malbernat,"'''Oscar Miguel ''Cacho'' Malbernat Candela''' (2 February 1944 – 9 August was an Argentine footballer and manager. He was the captain of national team. Malbernat was born in La Plata, Argentina.","'''Oscar Miguel ''Cacho'' Malbernat Candela''' (2 February 1944 – 9 August was an Argentine footballer, who was the captain of Estudiantes de La Plata between 1967 and 1972, when the team won a local championship in 1967, three consecutive Copa Libertadores titles (1968 to and one Intercontinental Cup (, where he marked Manchester United's George Best. During one of the 1970 Intercontinental Cup games, he ripped off Joop van Daele's glasses and trampled on them claiming that he was ""not allowed to play with glasses"".",Culture,Culture.Biography.Biography*,"['Culture.Biography.Biography*', 'Culture.Sports', 'Geography.Regions.Americas.South America']",28.57,"[""Oscar Miguel 'Cacho' Malbernat Candela' is an Argentine footballer and manager."", 'He was born in La Plata, Argentina.']","['Malbernat was the captain of Estudiantes de La Plata between 1967 and 1972.', 'Estudiantes de La Plata won a local championship in 1967, three consecutive Copa Libertadores titles (1968 to), and one Intercontinental Cup ().', ""He marked Manchester United's George Best during one of the 1970 Intercontinental Cup games."", ""Malbernat ripped off Joop van Daele's glasses and trampled on them claiming that he was 'not allowed to play with glasses'.""]",50.0,"[""Oscar Miguel 'Cacho' Malbernat Candela was an Argentine footballer."", 'Malbernat was born in La Plata, Argentina.']","['Malbernat was the captain of Estudiantes de La Plata between 1967 and 1972.', ""The team won a local championship in 1967, three consecutive Copa Libertadores titles (1968 to ) and one Intercontinental Cup (, where he marked Manchester United's George Best."", ""During one of the 1970 Intercontinental Cup games, he ripped off Joop van Daele's glasses and trampled on them claiming that he was 'not allowed to play with glasses'.""]",75.0,"[""Oscar Miguel 'Cacho' Malbernat Candela was an Argentine footballer and manager."", 'He was the captain of the national team.']","['He was the captain of Estudiantes de La Plata between 1967 and 1972.', ""When the team won a local championship in 1967, three consecutive Copa Libertadores titles (1968 to and one Intercontinental Cup (, where he marked Manchester United's George Best."", ""During one of the 1970 Intercontinental Cup games, he ripped off Joop van Daele's glasses and trampled on them claiming that he was 'not allowed to play with glasses'.""]",11687585,1262746092.0
generation gap,The term '''generation gap''' refers to the fact that a younger generation and their parents are thinking differently. The term was made popular in the 1960s.,"A ''' generation gap''' or '''generational gap''' is a difference of opinions and outlooks between one generation and another. These differences may relate to beliefs, politics, language, work, demographics and values. The differences between generations can cause misunderstandings, but it is possible for generations to overcome their differences and maintain functional relationships.",STEM,STEM.STEM*,"['STEM.STEM*', 'STEM.Technology']",60.0,"[""The term 'generation gap' refers to differences between younger and older generations."", 'The term was made popular in the 1960s.']","['The concept of a generation gap relates to beliefs, politics, language, work, demographics, and values.', ""Differences can cause misunderstandings, but it's possible for generations to overcome their differences and maintain functional relationships.""]",50.0,"[""The term 'generation gap' refers to the differences in opinions and outlooks between one generation and another."", 'The differences may relate to beliefs, politics, language, work, demographics, and values.']","['The differences between generations can cause misunderstandings, but it is possible for generations to overcome their differences and maintain functional relationships.']",66.0,"[""The term 'generation gap' refers to the fact that a younger generation and their parents are thinking differently."", 'The term was made popular in the 1960s.']","['These differences may relate to beliefs, politics, language, work, demographics and values.', 'The differences between generations can cause misunderstandings, but it is possible for generations to overcome their differences and maintain functional relationships.']",16284349,198121417.0
j.crew,'''J.Crew''' is an American accessories retailer based in New York City. It was founded in,"In 1947, Mitchell Cinader and Saul Charles founded Popular Merchandise, Inc., a store that did business as Popular Club Plan and sold lowpriced women's clothing marketed through inhome demonstrations. Throughout the mid1980s, sales from catalog operations grew rapidly. ""Growth was explosive—25 to 30 percent a year,"" Cinader later recollected in ''The New York Times''. Annual sales grew from $3 million to more than $100 million over five years.",Geography,Geography.Regions.Americas.North America,"['Culture.Visual arts.Fashion', 'Culture.Visual arts.Visual arts*', 'Geography.Regions.Americas.North America', 'History and Society.Business and economics']",17.0,"['The company was founded', 'It is an American accessories retailer']","[""The founders' names (Mitchell Cinader and Saul Charles)"", 'The year the company was founded (no mention of 1947 in Simple English version)', 'The growth rate of sales (25-30% per year) and annual sales figures ($3 million to $100 million over five years)']",,,,60.0,"['J.Crew was founded in', 'It is an American accessories retailer']","['Mitchell Cinader and Saul Charles founded Popular Merchandise, Inc.', ""Popular Club Plan sold lowpriced women's clothing marketed through inhome demonstrations."", 'Sales from catalog operations grew rapidly in the mid1980s.', 'Growth was explosive—25 to 30 percent a year.', 'Annual sales grew from $3 million to more than $100 million over five years.']",2143479,1288402192.0
le magnoray,'''Le Magnoray''' is a commune. It is in department in east France.,'''Le Magnoray''' () is a commune in the department in the region of BourgogneFrancheComté in eastern France.,Geography,Geography.Regions.Europe.Europe*,"['Geography.Regions.Europe.Europe*', 'Geography.Regions.Europe.Western Europe']",67.0,"['A commune in France', 'In eastern France']","['In the department', 'In the region of Bourgogne-Franche-Comté']",50.0,[],[],80.0,"['Le Magnoray is a commune.', 'It is in department in east France.']","['The department name.', 'The region of BourgogneFrancheComté']",15783031,1286258620.0
colletotrichum,"The fungi that infect a broad range of plants and trees. These include berries, fruits, conifers, and cereal crops. They have been considered the 8th most important global pathogenic fungi due to their damage to crop yields.",'''''Colletotrichum''''' (sexual stage: '''''Glomerella''''') is a fungi that are symbionts to plants as mutualistic relationship with hosts.,STEM,STEM.STEM*,"['STEM.Biology', 'STEM.STEM*']",67.0,"['The fungi infect a broad range of plants', 'They have been considered important due to their impact on crop yields']","['Colletotrichum is a fungus that forms symbiotic relationships with hosts', 'Glomerella is the sexual stage of Colletotrichum', 'The specific types of plants and trees affected include berries, fruits, conifers, and cereal crops']",50.0,"['These fungi infect a broad range of plants and trees.', 'They have been considered the 8th most important global pathogenic fungi due to their damage to crop yields.']",['Colletotrichum (sexual stage: Glomerella) is a fungi that are symbionts to plants as mutualistic relationship with hosts.'],80.0,"['Fungi infect a broad range of plants and trees', 'These fungi have been considered the 8th most important global pathogenic fungi']","['Symbionts to plants', 'Mutualistic relationship with hosts']",12857598,1222388956.0
carter burwell,"'''Carter Benedict Burwell''' (born November 18, is an American film composer. He has received Best Original Score for ''Carol'' (, ''Three Billboards Outside Ebbing, Missouri'' (and ''The Banshees of Inisherin'' (.","'''Carter Benedict Burwell''' (born November 18, is an American film composer. He has frequently collaborated with the James Foley, Best Original Score for Haynes's ''Carol'' (and McDonagh's films ''Three Billboards Outside Ebbing, Missouri'' (, and ''The Banshees Of Inisherin'' (.",Culture,Culture.Media.Media*,"['Culture.Media.Books', 'Culture.Media.Media*', 'Culture.Media.Radio', 'History and Society.Education', 'History and Society.Military and warfare', 'History and Society.Society', 'STEM.Biology', 'STEM.STEM*', 'STEM.Technology']",60.0,"['Carter Benedict Burwell is an American film composer.', 'He was born on November 18.', 'He has received Best Original Score for some films.']","['The specific directors with whom Burwell collaborated (James Foley, Martin McDonagh).', ""The names of the specific films mentioned (Haynes's 'Carol', McDonagh's 'Three Billboards Outside Ebbing, Missouri', and 'The Banshees Of Inisherin').""]",75.0,[],[],80.0,"['Born November 18', 'American film composer', ""Best Original Score for 'Carol'"", ""Three Billboards Outside Ebbing, Missouri'"", ""The Banshees of Inisherin'""]",['Frequent collaboration with James Foley'],25687807,365182883.0
andreas gursky,'''Andreas Gursky''' (born 15 January is a German photographer. He is better known for his large scale photographs of landscapes and buildings. He is one of the photographers whose work reaches the highest prices in the art market. He is present in many of the world art museums.,"'''Andreas Gursky''' (born 15 January is a German photographer and professor at the Kunstakademie Düsseldorf, Germany.",Culture,Culture.Biography.Biography*,"['Culture.Biography.Biography*', 'Culture.Visual arts.Fashion', 'Culture.Visual arts.Visual arts*']",67.0,"['Andreas Gursky is a German photographer.', 'He was born on 15 January.', 'He is known for his large scale photographs of landscapes and buildings.']","['He is a professor at the Kunstakademie Düsseldorf, Germany.', 'His work reaches the highest prices in the art market.', ""He is present in many of the world's art museums.""]",87.5,"['Andreas Gursky', 'Date of Birth (15 January)', 'Occupation (German photographer)', 'Location (Germany)', 'Position at Kunstakademie Düsseldorf', 'Notable for large scale photographs of landscapes and buildings']",['Professor at the Kunstakademie Düsseldorf'],80.0,"['Andreas Gursky is a German photographer', 'He was born on 15 January']","['He is better known for his large scale photographs of landscapes and buildings', 'His work reaches the highest prices in the art market', 'He is present in many of the world art museums']",1637881,1277591170.0
lilo & stitch,"An evil Alien chaos and destruction. This is against the law of his planet, and he is arrested. 626 escapes the planet, flying a spaceship to Earth.",''Lilo & Stitch: The Series''the upcoming liveaction filmLilo & Stitch (2025 film)''Lilo & Stitch'' (2025 film)the franchiseLilo & Stitch (franchise)''Lilo & Stitch'' (franchise),Culture,Culture.Media.Media*,"['Culture.Media.Films', 'Culture.Media.Media*', 'Geography.Regions.Americas.North America']",42.86,"['The main character is an alien (626)', ""The alien's actions on his planet are chaotic and destructive"", 'He escapes his planet using a spaceship']","[""The concept of 'Lilo & Stitch' as a franchise or film series"", 'The mention of an upcoming live-action film (2025) or any specific title related to Lilo & Stitch', ""Any context about the law on 626's planet or his arrest""]",50.0,"['An alien (626) causes chaos and destruction.', '626 escapes his planet and travels to Earth.']","['The alien is evil.', ""The fact that the alien's actions are against the law of his planet and he is arrested before escaping."", 'Information about the franchise or the upcoming live-action film.']",50.0,"['An evil Alien causes chaos and destruction', 'He is arrested due to violating the law of his planet']","['626 escapes the planet', 'He travels to Earth in a spaceship']",164754,1288040454.0
croglio,'''Croglio''' was a Lugano in the canton of Tresa.,'''Croglio''' is a former municipality in the district of Lugano in the canton of Sessa merged to form Tresa.,Geography,Geography.Regions.Europe.Europe*,"['Geography.Regions.Europe.Europe*', 'Geography.Regions.Europe.Western Europe']",50.0,"['Croglio was a former municipality', 'It merged with another entity (Tresa) to form something else']","['The district of Lugano and the canton of Sessa are not mentioned', 'Information about the resulting entity formed after the merger is lost']",50.0,['Croglio was a former municipality'],"['Croglio was in the district of Lugano', 'Croglio merged to form Tresa']",80.0,"['Croglio was a Lugano', 'Croglio was in the canton of Tresa']","['Merged to form Tresa', 'District of Lugano']",6966883,1215084033.0
shiloh (biblical city),'''Shiloh''' was a city mentioned in the capital of Israel.,"'''Shiloh''' (; ) was an ancient city and sanctuary in ancient Israel located in the Palestine. According to the First Temple in Jerusalem was built. After the Israelite conquest of Canaan, the Tabernacle was moved to Shiloh, and remained there during the period of the biblical judges.",Geography,Geography.Regions.Europe.Europe*,"['Culture.Linguistics', 'Culture.Literature', 'Culture.Philosophy and religion', 'Geography.Regions.Asia.West Asia', 'Geography.Regions.Europe.Europe*', 'History and Society.History', 'History and Society.Society', 'STEM.Space', 'STEM.Technology']",64.0,"['Shiloh was a city', 'It was located in ancient Israel', 'The Tabernacle was moved to Shiloh after the Israelite conquest of Canaan']","['The First Temple in Jerusalem was built at Shiloh', 'Shiloh was an ancient city and sanctuary', 'Shiloh was the capital of Israel (according to the Simple English Wikipedia)', 'Information about the period of the biblical judges is missing']",0.0,[],"['Shiloh was an ancient city and sanctuary in ancient Israel located in the Palestine.', 'According to the First Temple in Jerusalem was built.', 'After the Israelite conquest of Canaan, the Tabernacle was moved to Shiloh, and remained there during the period of the biblical judges.']",66.0,"['Shiloh was a city mentioned in the capital of Israel', 'Shiloh was an ancient city and sanctuary in ancient Israel']","['Location: Palestine', 'Association with the First Temple and Tabernacle', 'Historical period: Israelite conquest of Canaan']",29588971,423867265.0
national capital region (canada),The '''National Capital Region''' () is an official federal name for the Canadian capital of eastern subregion of Ontario. The OttawaGatineau CMA is the only CMA in Canada to include parts of two provinces.,"The '''National Capital Region''' ('''NCR''') (, ), also known as '''Canada's Capital Region''' and '''Ottawa–Gatineau''', is an official federal designation encompassing the Canadian capital of exurban areas. Despite its designation, the NCR is not a separate political or administrative entity and falls within the provinces of Ontario and Quebec.",Geography,Geography.Regions.Americas.North America,['Geography.Regions.Americas.North America'],67.0,"['The National Capital Region is an official federal name', 'It includes parts of two provinces (Ontario and Quebec)', ""It's not a separate political or administrative entity""]","['The NCR encompasses exurban areas', 'The NCR falls within the provinces of Ontario and Quebec (no mention of being a designation)']",50.0,"['Canadian capital', 'Official federal designation', 'Eastern subregion of Ontario', 'Includes parts of two provinces (Ontario and Quebec)']","[""National Capital Region is also known as 'Canada's Capital Region' and 'Ottawa–Gatineau'"", ""'NCR' encompasses exurban areas"", 'The NCR is not a separate political or administrative entity']",71.0,"['The National Capital Region is an official federal name for the Canadian capital.', 'The OttawaGatineau CMA is the only CMA in Canada to include parts of two provinces.']","['The NCR is not a separate political or administrative entity.', 'The NCR encompasses the Canadian capital of exurban areas.']",921984,1272693543.0
the golden palace,'''''The Golden Palace''''' is an American sitcom. It is a spinoff of the sitcom ''The Golden Girls''. It was shot from They have as help the receptionist Roland Wilson (Don Cheadle) and the cook Chuy Castillos (Cheech Marin). Sometimes the young Oliver (Billy L. Sullivan) appears.,"'''''The Golden Palace''''' is an American sitcom television series produced as a sequel to ''The Golden Girls,'' a continuation without Bea Arthur (though she did guest star in a double episode) that aired on CBS from September 18, 1992, to May 7, It starred Betty White, Rue McClanahan, Estelle Getty, Cheech Marin, and Don Cheadle. Billy L. Sullivan also costarred for the first half of its run. Not as popular as its predecessor, the series aired for a single 24episode season before its cancelation by CBS.",Culture,Culture.Media.Media*,"['Culture.Media.Media*', 'Culture.Media.Television']",40.0,"['The series is an American sitcom.', ""It is a spinoff of the sitcom ''The Golden Girls''."", 'The main characters are Betty White, Rue McClanahan, and Estelle Getty.', 'Cheech Marin and Don Cheadle have roles in the show.']","['The original airing dates (September 18, 1992 - May 7, 1993) are not mentioned.', 'The number of episodes (24) is not specified.', 'Billy L. Sullivan only costarred for the first half of its run is lost information.', 'Bea Arthur did not appear regularly in the show but guest-starred in a double episode is not retained.']",50.0,"['The Golden Palace is an American sitcom.', 'It is a spinoff of the sitcom The Golden Girls.', 'It starred Betty White, Rue McClanahan, Estelle Getty, Cheech Marin, and Don Cheadle.']","['The series aired on CBS from September 18, 1992, to May 7.', 'The show aired for a single 24-episode season before its cancelation by CBS.', 'Billy L. Sullivan also costarred for the first half of its run.', 'It was not as popular as its predecessor.']",75.0,"['It is an American sitcom', ""It is a spinoff of the sitcom 'The Golden Girls'""]","['A continuation without Bea Arthur', 'Stars Betty White, Rue McClanahan, Estelle Getty, Cheech Marin, and Don Cheadle', 'Aired for a single 24-episode season', 'Cancelled by CBS']",1209474,1286594986.0
when i need you,"'''""When I Need You""''' is a 1977 song by English Australian singer Leo Sayer and taken from his 1976 album Endless Flight. It went to number 1 in the United Kingdom, United States, Ireland and Canada.","""'''When I Need You'''"" is a popular ''Billboard'' Hot 100 for a single week in May 1977; and the No. 24 song of Sayer performed it on the second show of the third season of ''The Muppet Show''.",Culture,Culture.Media.Media*,"['Culture.Media.Media*', 'Culture.Media.Music']",66.0,"['The song is by Leo Sayer', 'The song was released in 1977', 'The album Endless Flight contains this song']","['The song peaked at number 1 on the Billboard Hot 100 chart for a single week in May 1977', 'The song was performed by Leo Sayer on The Muppet Show (specifically, the second show of the third season)', 'The song reached number 24 on the charts']",75.0,"['The song is by English Australian singer Leo Sayer.', 'It went to number 1 in the United Kingdom, United States, Ireland and Canada.']","[""'When I Need You' was a popular ''Billboard'' Hot 100 for a single week in May 1977."", ""'When I Need You' is taken from his 1976 album Endless Flight. It was performed by Leo Sayer on the second show of the third season of 'The Muppet Show'.""]",80.0,"['It is a 1977 song', 'It was taken from the 1976 album Endless Flight']","['It went to number 1 in the United Kingdom, United States, Ireland and Canada', 'It was performed on the second show of the third season of The Muppet Show']",7192836,1276033729.0
paulo evaristo arns,'''Paulo Evaristo Arns''' OFM (; 14 September 1921&nbsp;– 14 December was a Brazilian prelate of the Cardinal and the Archbishop of São Paulo. He was made cardinal by Pope Paul VI.,'''Paulo Evaristo Arns''' OFM (; 14 September 1921&nbsp;– 14 December was a Brazilian prelate of the cardinal and the Archbishop of São Paulo by Brazil's military dictatorship and its use of torture as well as an advocate for the poor and a vocal defender of liberation theology. In his later years he openly criticized the way Pope John Paul II governed the Catholic Church through the Roman Curia and questioned his teaching on priestly celibacy and other issues.,Culture,Culture.Biography.Biography*,"['Culture.Biography.Biography*', 'Culture.Philosophy and religion', 'Geography.Regions.Americas.South America']",67.0,"['Paulo Evaristo Arns was a Brazilian prelate', 'He was Archbishop of São Paulo', 'He was made cardinal by Pope Paul VI']","['He criticized the way Pope John Paul II governed the Catholic Church through the Roman Curia', 'He questioned his teaching on priestly celibacy and other issues', 'He was an advocate for the poor and a vocal defender of liberation theology']",50.0,"['Paulo Evaristo Arns was a Brazilian prelate of the Cardinal and the Archbishop of São Paulo.', 'He was made cardinal by Pope Paul VI.']","['Paulo Evaristo Arns died on 14 December', 'He was a vocal defender of liberation theology.', 'He openly criticized the way Pope John Paul II governed the Catholic Church through the Roman Curia and questioned his teaching on priestly celibacy and other issues.', ""Brazil's military dictatorship and its use of torture is associated with him.""]",71.0,"['Paulo Evaristo Arns was a Brazilian prelate of the Cardinal and the Archbishop of São Paulo.', 'He was made cardinal by Pope Paul VI.']","['He openly criticized the way Pope John Paul II governed the Catholic Church through the Roman Curia and questioned his teaching on priestly celibacy and other issues.', 'An advocate for the poor and a vocal defender of liberation theology.']",4052914,1288399677.0
